,city,country,coord,id,lat,lng,cur_date,cur_temp,cur_humidity,cur_clouds,cur_wind,max_date,max_temp,max_temp_humidity,max_temp_clouds,max_temp_wind,avg_date0,avg_date1,avg_temp,avg_humidity,avg_clouds,avg_wind
0,vanimo,pg,"{'lon': 141.302841, 'lat': -2.67408}",2084442,-2.67,141.3,1522991986,82.72,100,24,11.68,1523016000,83.73,100,48,8.32,1522994400,1523394000,81.9621052632,100.0,35.1578947368,5.08921052632
1,bluff,nz,"{'lon': 168.333328, 'lat': -46.599998}",2206939,-46.6,168.33,1522991978,53.74,100,48,15.86,1523070000,55.63,100,44,18.92,1522994400,1523394000,52.8802631579,100.0,66.3157894737,24.3321052632
2,mataura,pf,,0,,,,,,,,,,,,,,,,,,
3,clyde river,ca,"{'lon': -68.591431, 'lat': 70.469162}",5924351,70.47,-68.59,1522990800,-7.61,83,90,9.17,1523037600,1.48,100,56,5.88,1522994400,1523394000,-4.51552631579,85.0,43.3684210526,4.44815789474
4,lebu,cl,"{'lon': -73.650002, 'lat': -37.616669}",3883457,-37.62,-73.65,1522991981,54.1,100,0,19.33,1523037600,54.76,100,88,15.05,1522994400,1523394000,55.6986842105,96.0,72.2105263158,17.8731578947
5,east london,za,"{'lon': 27.911619, 'lat': -33.015289}",1006984,-33.02,27.91,1522990800,66.2,82,0,2.24,1523005200,80.46,89,24,8.63,1522994400,1523394000,71.6239473684,99.2631578947,45.7894736842,15.1292105263
6,busselton,au,"{'lon': 115.370796, 'lat': -33.684769}",7839477,-33.68,115.37,1522991993,72.73,90,0,4.74,1522994400,74.97,90,0,4.74,1522994400,1523394000,66.5460526316,99.3421052632,41.1578947368,15.3839473684
8,tiruvottiyur,in,"{'lon': 80.3045793, 'lat': 13.1691914}",0,13.17,80.3,1522990800,91.4,55,20,9.17,1522994400,92.3,91,0,10.67,1522994400,1523394000,83.8423684211,94.2105263158,18.6315789474,8.23684210526
9,marsh harbour,bs,"{'lon': -77.063599, 'lat': 26.541241}",3571913,26.54,-77.06,1522991986,70.03,100,76,11.39,1523037600,73.21,100,32,10.8,1522994400,1523394000,74.8852631579,98.2894736842,40.8421052632,11.3886842105
10,pisco,pe,"{'lon': -76.216667, 'lat': -13.7}",3932145,-13.7,-76.22,1522987200,68,77,0,1.28,1523037600,75.91,66,0,6.22,1522994400,1523394000,68.8576315789,82.8421052632,30.2105263158,3.12
11,hermanus,za,"{'lon': 19.234461, 'lat': -34.418701}",3366880,-34.42,19.23,1522991997,56.44,96,100,4.23,1523016000,64.96,74,24,4.74,1522994400,1523394000,60.7813157895,72.2894736842,25.8947368421,3.97921052632
12,kalianget,id,"{'lon': 113.933327, 'lat': -7.05}",1641977,-7.05,113.93,1522991990,86.95,90,12,8.14,1523080800,87.84,86,8,10.94,1522994400,1523394000,86.0547368421,88.3947368421,24.2105263158,8.64657894737
13,pontes e lacerda,br,"{'lon': -59.335281, 'lat': -15.22611}",3453060,-15.23,-59.34,1522991991,71.11,91,8,2.73,1523026800,85.95,88,20,4.32,1522994400,1523394000,77.5639473684,89.5263157895,18.3157894737,3.43947368421
14,rikitea,pf,"{'lon': -134.969177, 'lat': -23.120279}",4030556,-23.12,-134.97,1522991993,78.67,100,68,4.9,1523070000,78.76,100,0,3.56,1522994400,1523394000,78.9257894737,100.0,46.3157894737,6.73631578947
15,manubul,ph,"{'lon': 120.798599, 'lat': 5.4732}",1701410,5.47,120.8,1522991994,82.9,100,36,6.91,1523026800,84.96,97,88,7.49,1522994400,1523394000,83.3807894737,99.8684210526,40.8421052632,5.61815789474
16,huarmey,pe,"{'lon': -78.152222, 'lat': -10.06806}",3939168,-10.07,-78.15,1522991821,60.76,89,44,3.06,1523037600,75.46,63,44,4.05,1522994400,1523394000,67.4460526316,77.7631578947,44.5263157895,3.21131578947
17,ushuaia,ar,"{'lon': -68.300003, 'lat': -54.799999}",3833367,-54.8,-68.3,1522992005,33.04,100,8,11.9,1523037600,36.22,96,56,5.99,1522994400,1523394000,33.5302631579,99.2631578947,46.7368421053,7.06078947368
18,constitucion,mx,"{'lon': -111.6601104, 'lat': 25.0384869}",0,25.04,-111.66,1522991997,56.98,91,0,4.07,1523048400,88.37,20,0,10.94,1522994400,1523394000,67.2234210526,68.3157894737,14.8421052632,5.82394736842
19,almaznyy,ru,"{'lon': 114.327782, 'lat': 62.449169}",2027859,62.45,114.33,1522991999,23.59,63,80,8.66,1523080800,31.68,58,68,4.56,1522994400,1523394000,22.6805263158,68.2631578947,64.4210526316,4.49368421053
21,espumoso,br,"{'lon': -52.84972, 'lat': -28.72472}",3463916,-28.72,-52.85,1522991998,57.7,95,0,4.29,1523037600,77.89,65,0,5.21,1522994400,1523394000,70.3781578947,73.2894736842,7.15789473684,6.56921052632
22,kuzino,ru,"{'lon': 38.310398, 'lat': 59.776649}",537888,59.78,38.31,1522992011,36.82,95,92,16.64,1523016000,38.39,95,92,15.82,1522994400,1523394000,32.8197368421,88.0263157895,60.7368421053,17.2463157895
24,taguatinga,br,"{'lon': -46.571098, 'lat': -12.38568}",6319623,-12.39,-46.57,1522992012,68.95,95,24,2.89,1523037600,84.64,76,20,5.32,1522994400,1523394000,74.5063157895,88.4473684211,46.0,4.91684210526
26,taolanaro,mg,"{'lon': 46.9853688, 'lat': -25.0225309}",0,-25.02,46.99,1522987200,75.2,88,20,16.11,1523005200,79.07,88,8,19.82,1522994400,1523394000,76.9221052632,88.5263157895,15.1578947368,16.7063157895
27,quatre cocos,mu,"{'lon': 57.762501, 'lat': -20.207781}",1106643,-20.21,57.76,1522987200,77,88,40,8.05,1522994400,77.54,98,92,14.81,1522994400,1523394000,77.2771052632,94.0263157895,82.4210526316,9.47921052632
28,pangoa,pe,"{'lon': -73, 'lat': -12.11667}",3933104,-12.12,-73,1522992007,64,100,88,1.39,1523048400,73.43,84,44,2.55,1522994400,1523394000,68.7581578947,92.8684210526,56.3157894737,1.99789473684
29,hilo,us,"{'lon': -155.089996, 'lat': 19.729719}",5855927,19.73,-155.09,1522990380,80.6,69,1,9.17,1522994400,79.72,95,24,8.43,1522994400,1523394000,74.4378947368,99.6315789474,82.6315789474,10.8457894737
30,sitka,us,"{'lon': -135.330002, 'lat': 57.053059}",5557293,57.05,-135.33,1522990560,44.35,52,90,18.34,1523048400,42.38,97,80,20.96,1522994400,1523394000,41.5763157895,96.5263157895,57.8947368421,11.9586842105
31,kodiak,us,"{'lon': -152.407227, 'lat': 57.790001}",5866583,57.79,-152.41,1522990380,37.4,86,90,5.82,1523048400,37.79,97,92,12.35,1522994400,1523394000,37.8668421053,98.9210526316,89.8947368421,12.1110526316
32,uruana,br,"{'lon': -49.6875, 'lat': -15.49806}",3445712,-15.5,-49.69,1522992012,66.97,98,32,2.77,1523037600,85.63,77,8,5.1,1522994400,1523394000,72.8697368421,88.6052631579,22.3157894737,4.33526315789
33,salalah,om,"{'lon': 54.092369, 'lat': 17.015051}",286621,17.02,54.09,1522986600,80.6,78,40,2.24,1523005200,83.03,96,0,9.53,1522994400,1523394000,78.9021052632,99.1578947368,2.63157894737,5.08342105263
34,puerto ayora,ec,"{'lon': -90.351761, 'lat': -0.73931}",3652764,-0.74,-90.35,1522992045,74.35,100,0,6.13,1523048400,80.18,88,8,6.13,1522994400,1523394000,76.7563157895,95.8684210526,27.4736842105,5.00105263158
35,carnarvon,au,"{'lon': 113.633331, 'lat': -24.866671}",2074865,-24.87,113.63,1522992056,86.68,67,0,16.42,1522994400,88.41,67,0,16.42,1522994400,1523394000,77.9452631579,89.3421052632,1.36842105263,17.8186842105
36,acajutla,sv,"{'lon': -89.827499, 'lat': 13.59278}",3587498,13.59,-89.83,1522986600,80.6,88,40,3.36,1523037600,85.18,59,12,7.23,1522994400,1523394000,76.8584210526,81.5,18.4210526316,3.60921052632
37,port alfred,za,"{'lon': 26.891041, 'lat': -33.590569}",964432,-33.59,26.89,1522992049,73.81,81,0,9.37,1522994400,76.19,81,0,9.37,1522994400,1523394000,69.7789473684,88.7368421053,30.2105263158,11.9281578947
38,basco,ph,"{'lon': 121.98333, 'lat': 20.450001}",1726451,20.45,121.98,1522992051,78.22,100,24,11.05,1522994400,78.58,100,24,11.05,1522994400,1523394000,74.2292105263,100.0,58.1052631579,21.6897368421
40,bambous virieux,mu,"{'lon': 57.7575, 'lat': -20.342779}",1106677,-20.34,57.76,1522987200,77,88,40,8.05,1522994400,77.54,98,92,14.81,1522994400,1523394000,77.2771052632,94.0263157895,82.4210526316,9.47921052632
41,sao filipe,cv,"{'lon': -24.49556, 'lat': 14.8961}",3374210,14.9,-24.5,1522992053,70.57,99,0,17.2,1523026800,74.16,86,0,17.78,1522994400,1523394000,71.3255263158,94.9473684211,3.89473684211,17.52
42,hobart,au,"{'lon': 147.329407, 'lat': -42.87936}",2163355,-42.88,147.33,1522990800,57.2,67,75,12.75,1523080800,60.75,62,24,8.1,1522994400,1523394000,54.5689473684,87.2894736842,60.2105263158,4.47078947368
44,jamestown,sh,"{'lon': -5.71675, 'lat': -15.93872}",3370903,-15.94,-5.72,1522991916,75.16,100,0,10.33,1522994400,75.45,100,0,10.33,1522994400,1523394000,74.4826315789,100.0,47.1578947368,12.4913157895
45,belushya guba,ru,"{'lon': 52.32027799999999, 'lat': 71.54555599999999}",0,71.55,52.32,1522992056,8.56,88,92,24.25,1523080800,20.34,94,92,28.68,1522994400,1523394000,23.4952631579,92.3421052632,87.4736842105,24.7636842105
46,avarua,ck,"{'lon': -159.774994, 'lat': -21.207781}",4035715,-21.21,-159.78,1522990800,80.6,94,40,9.17,1523059200,82.64,96,56,19.39,1522994400,1523394000,79.7547368421,99.0,64.3157894737,13.7392105263
47,chagda,ru,"{'lon': 130.6163939, 'lat': 58.75177799999999}",0,58.75,130.62,1522991663,21.61,68,80,6.42,1523080800,26.19,79,92,4.34,1522994400,1523394000,25.9939473684,81.6842105263,80.9473684211,4.615
48,albany,au,"{'lon': 118.123451, 'lat': -34.7099}",7839657,-34.71,118.12,1522992059,69.31,73,0,8.66,1523080800,72.63,65,0,17.65,1522994400,1523394000,62.6002631579,79.5,14.8421052632,11.53
50,rawatbhata,in,"{'lon': 75.583328, 'lat': 24.933331}",1258297,24.93,75.58,1522992060,95.59,26,36,7.09,1523005200,107.42,23,24,4.72,1522994400,1523394000,80.1644736842,54.7105263158,25.3684210526,4.71789473684
51,tiksi,ru,"{'lon': 128.869446, 'lat': 71.687218}",2015306,71.69,128.87,1522992062,11.26,84,48,4,1523080800,21.42,83,0,4.07,1522994400,1523394000,5.64605263158,79.5263157895,47.5789473684,6.67736842105
52,ucluelet,ca,"{'lon': -125.552834, 'lat': 48.932911}",6171633,48.93,-125.55,1522992063,41.32,100,92,1.99,1523059200,48.35,90,92,2.13,1522994400,1523394000,43.0844736842,94.5263157895,90.1052631579,2.27342105263
53,kruisfontein,za,"{'lon': 24.731421, 'lat': -34.00333}",986717,-34,24.73,1522992074,69.49,94,92,14.85,1523005200,71.76,76,76,17.58,1522994400,1523394000,67.0884210526,83.0263157895,34.7368421053,12.2686842105
54,olinda,br,"{'lon': -34.855282, 'lat': -8.00889}",3393536,-8.01,-34.86,1522990800,78.8,83,40,8.05,1523026800,81.41,100,24,8.23,1522994400,1523394000,80.0957894737,99.9473684211,70.6315789474,7.75842105263
55,itarema,br,"{'lon': -39.91673979999999, 'lat': -2.9209642}",0,-2.92,-39.92,1522991579,73.99,98,68,2.62,1523026800,82.53,100,88,4.88,1522994400,1523394000,78.0234210526,96.1578947368,53.4736842105,4.67105263158
56,nikolskoye,ru,"{'lon': 166.0015368, 'lat': 55.1981604}",0,55.2,166,1522992068,34.03,97,92,35.72,1522994400,34.03,97,92,35.72,1522994400,1523394000,32.2892105263,99.4473684211,72.4210526316,20.7634210526
57,tokyo,jp,"{'lon': 139.691711, 'lat': 35.689499}",1850147,35.69,139.69,1522990560,71.56,64,75,31.09,1522994400,69.94,79,76,23.2,1522994400,1523394000,56.44,71.4736842105,24.3157894737,16.0423684211
58,san quintin,mx,"{'lon': -115.949997, 'lat': 30.48333}",3984997,30.48,-115.95,1522992070,50.68,81,8,6.87,1523048400,72.8,44,0,13.47,1522994400,1523394000,62.1242105263,65.2105263158,10.1052631579,7.05973684211
59,qaanaaq,gl,"{'lon': -69.363213, 'lat': 77.483971}",3831208,77.48,-69.36,1522992071,-14.66,86,0,5.64,1523037600,-4.73,92,12,5.5,1522994400,1523394000,-0.809473684211,84.1842105263,32.8421052632,6.29710526316
60,energetik,ru,"{'lon': 58.7934, 'lat': 51.744499}",563471,51.74,58.79,1522992072,35.56,99,76,6.76,1523005200,38.21,98,80,5.39,1522994400,1523394000,31.8084210526,89.6052631579,41.3684210526,9.19631578947
61,lompoc,us,"{'lon': -120.457939, 'lat': 34.639149}",5367788,34.64,-120.46,1522990680,53.24,93,1,5.82,1523048400,62.54,79,56,5.3,1522994400,1523394000,56.0515789474,91.5789473684,49.0526315789,8.17789473684
62,kenai,us,"{'lon': -151.258331, 'lat': 60.55444}",5866063,60.55,-151.26,1522990560,35.64,69,1,6.93,1523059200,33.32,65,92,5.82,1522994400,1523394000,32.0281578947,80.6578947368,43.8947368421,5.66315789474
63,thompson,ca,"{'lon': -97.855789, 'lat': 55.7435}",6165406,55.74,-97.86,1522990800,10.4,72,90,13.87,1523048400,13.58,52,0,11.34,1522994400,1523394000,13.1097368421,64.3947368421,34.2105263158,5.90157894737
64,yellowknife,ca,"{'lon': -114.352547, 'lat': 62.456001}",6185377,62.46,-114.35,1522990800,3.2,71,5,5.82,1523048400,10.52,100,20,6.24,1522994400,1523394000,3.18842105263,71.8157894737,13.3684210526,5.81789473684
65,butaritari,ki,"{'lon': 172.797394, 'lat': 3.1616}",7521588,3.16,172.8,1522992087,82.72,100,0,8.25,1523080800,83.52,99,92,13.4,1522994400,1523394000,81.4363157895,99.8421052632,68.0,8.75289473684
67,bredasdorp,za,"{'lon': 20.04031, 'lat': -34.53215}",1015776,-34.53,20.04,1522990800,62.6,82,68,16.11,1523016000,66.05,88,0,16.26,1522994400,1523394000,64.2131578947,92.3157894737,20.2105263158,12.6360526316
68,rundu,na,"{'lon': 19.76667, 'lat': -17.933331}",3353383,-17.93,19.77,1522992116,64.81,99,92,8.32,1523026800,67.32,100,76,6.89,1522994400,1523394000,70.4136842105,87.3947368421,53.4736842105,7.37131578947
69,turukhansk,ru,"{'lon': 87.98333, 'lat': 65.816673}",1488903,65.82,87.98,1522992127,-1.79,82,0,10.11,1522994400,-1.79,82,0,10.11,1522994400,1523394000,0.886578947368,67.9210526316,12.4210526316,4.06605263158
70,yulara,au,"{'lon': 130.988907, 'lat': -25.240601}",6355222,-25.24,130.99,1522990800,91.4,11,0,11.41,1522994400,93.56,15,0,7.81,1522994400,1523394000,77.3718421053,35.4210526316,5.68421052632,8.44447368421
71,georgetown,sh,"{'lon': -14.41667, 'lat': -7.93333}",2411397,-7.93,-14.42,1522992129,79.93,100,92,13.4,1523016000,80.09,100,64,15.7,1522994400,1523394000,80.1692105263,100.0,57.2631578947,10.8092105263
72,ponta do sol,cv,"{'lon': -25.091921, 'lat': 17.199421}",3374346,17.2,-25.09,1522992121,69.67,100,8,18.16,1523037600,70.78,100,0,19.08,1522994400,1523394000,69.7955263158,100.0,26.4210526316,18.5255263158
73,punta arenas,cl,"{'lon': -70.916672, 'lat': -53.150002}",3874787,-53.15,-70.92,1522987200,39.2,80,75,11.41,1523005200,42.12,100,64,23.06,1522994400,1523394000,40.7328947368,99.9736842105,43.7894736842,14.6118421053
74,tilichiki,ru,"{'lon': 166.100006, 'lat': 60.466671}",2120591,60.47,166.1,1522992123,28.18,86,88,6.08,1522994400,28.18,86,88,6.08,1522994400,1523394000,20.5394736842,83.2631578947,61.5789473684,6.44894736842
75,cape town,za,"{'lon': 18.42322, 'lat': -33.925838}",3369157,-33.93,18.42,1522990800,59,93,75,8.05,1523016000,63.98,91,0,5.97,1522994400,1523394000,63.1263157895,87.0789473684,24.1052631579,8.94131578947
76,berlevag,no,"{'lon': 29.0853, 'lat': 70.858093}",780686,70.86,29.09,1522990200,24.6,79,0,10.29,1523016000,34.41,100,92,10.78,1522994400,1523394000,29.6889473684,100.0,85.0526315789,18.0663157895
78,eskil,tr,"{'lon': 33.413059, 'lat': 38.401669}",315218,38.4,33.41,1522992137,53.92,79,0,5.23,1523016000,73.94,73,0,3.4,1522994400,1523394000,55.6939473684,84.1842105263,37.8947368421,4.32342105263
79,nome,us,"{'lon': -165.406387, 'lat': 64.501106}",5870133,64.5,-165.41,1522990380,17.6,67,90,11.41,1523005200,23.94,86,76,8.63,1522994400,1523394000,16.3568421053,83.4210526316,29.3684210526,4.59342105263
80,scottsbluff,us,"{'lon': -103.667168, 'lat': 41.866631}",5699404,41.87,-103.67,1522990920,35.6,80,90,14.99,1522994400,41.68,76,92,10.33,1522994400,1523394000,35.2852631579,83.5526315789,49.5789473684,13.0076315789
81,nizhneyansk,ru,"{'lon': 136.1122279, 'lat': 71.450058}",0,71.45,136.11,1522992141,14.23,98,44,4.79,1523005200,15.62,85,68,6.17,1522994400,1523394000,6.94815789474,81.2105263158,30.2105263158,5.70236842105
82,mar del plata,ar,"{'lon': -57.557541, 'lat': -38.002281}",3430863,-38,-57.56,1522987200,59,62,90,12.75,1523026800,63.09,71,24,11.86,1522994400,1523394000,63.2371052632,86.2631578947,39.7894736842,8.42052631579
83,tasiilaq,gl,"{'lon': -37.636761, 'lat': 65.61451}",3424607,65.61,-37.64,1522990200,17.6,78,56,1.12,1523070000,19.9,100,92,15.86,1522994400,1523394000,24.1442105263,97.9736842105,67.2631578947,23.3921052632
84,san andres,co,"{'lon': -81.700562, 'lat': 12.58472}",3670218,12.58,-81.7,1522987200,80.6,74,20,9.17,1522994400,80.94,100,0,10.45,1522994400,1523394000,79.0134210526,100.0,60.8421052632,8.96052631579
87,dejen,et,"{'lon': 38.133331, 'lat': 10.16667}",339551,10.17,38.13,1522992136,64.36,74,12,1.72,1523016000,84.27,44,8,2.62,1522994400,1523394000,63.7986842105,81.9473684211,43.8947368421,1.70526315789
88,tuktoyaktuk,ca,"{'lon': -133.037415, 'lat': 69.45414}",6170031,69.45,-133.04,1522990800,1.4,77,5,12.75,1523059200,10.55,81,0,16.11,1522994400,1523394000,0.982894736842,73.4473684211,10.7368421053,10.8005263158
89,uruzgan,af,"{'lon': 66.63253, 'lat': 32.92775}",1131462,32.93,66.63,1522992139,64.99,20,0,2.28,1522994400,80.98,20,0,2.28,1522994400,1523394000,49.6094736842,53.6578947368,43.4736842105,2.65289473684
90,amderma,ru,"{'lon': 61.6636961, 'lat': 69.751221}",0,69.75,61.66,1522992140,-1.52,81,24,10.04,1523080800,31.14,95,92,19.89,1522994400,1523394000,24.8286842105,88.5,37.1578947368,14.1705263158
91,garowe,so,"{'lon': 48.4837239, 'lat': 8.4084158}",0,8.41,48.48,1522992151,74.53,100,48,4.52,1523016000,86.85,71,8,3.74,1522994400,1523394000,77.7794736842,77.3421052632,37.7894736842,5.81105263158
92,illoqqortoormiut,gl,"{'lon': -21.9628757, 'lat': 70.48556909999999}",0,70.49,-21.96,1522992152,-2.42,85,8,10.56,1523026800,2.52,100,0,14.32,1522994400,1523394000,3.62263157895,97.6052631579,22.5263157895,7.12842105263
93,sorland,no,"{'lon': 12.69343, 'lat': 67.666962}",3137469,67.67,12.69,1522990200,32.67,64,40,13.87,1523059200,38.36,100,24,17.6,1522994400,1523394000,37.7336842105,99.7894736842,62.4210526316,14.5615789474
94,inirida,co,"{'lon': -67.923889, 'lat': 3.8652800000000003}",3671450,3.87,-67.92,1522992145,72.37,98,32,2.39,1523037600,85.45,72,64,2.98,1522994400,1523394000,77.4928947368,88.7368421053,61.2631578947,2.34447368421
95,mocambique,mz,"{'lon': 35.529562, 'lat': -18.665695}",0,-18.67,35.53,1522992146,80.02,83,0,3.33,1523016000,95.07,56,0,3.62,1522994400,1523394000,78.3905263158,86.9473684211,53.8947368421,3.84368421053
96,roseburg,us,"{'lon': -123.341743, 'lat': 43.216499}",5749352,43.22,-123.34,1522990560,48.45,100,90,4,1523070000,57.97,91,92,9.86,1522994400,1523394000,49.1144736842,91.2105263158,77.7894736842,4.66078947368
97,togur,ru,"{'lon': 82.8265, 'lat': 58.363098}",1489499,58.36,82.83,1522992147,32.77,88,12,5.75,1523005200,40.86,80,32,7.18,1522994400,1523394000,33.7528947368,95.7368421053,81.4736842105,5.75447368421
98,tessalit,ml,"{'lon': 1.01139, 'lat': 20.19861}",2449893,20.2,1.01,1522992160,60.22,23,0,3.06,1523026800,100.08,14,0,4.76,1522994400,1523394000,86.23,16.2894736842,33.4736842105,7.41657894737
99,vaitupu,wf,"{'lon': -176.1917035, 'lat': -13.2308863}",0,-13.23,-176.19,1522992153,85.78,95,92,15.59,1522994400,85.78,95,92,15.59,1522994400,1523394000,82.7389473684,99.7894736842,59.6842105263,13.1678947368
100,tuatapere,nz,"{'lon': 167.683334, 'lat': -46.133331}",2180815,-46.13,167.68,1522992154,51.04,100,76,12.17,1523070000,52.66,100,88,11.43,1522994400,1523394000,49.2471052632,100.0,77.2631578947,16.5168421053
101,port hedland,au,"{'lon': 118.632637, 'lat': -20.79258}",7839630,-20.79,118.63,1522990800,100.4,27,0,14.99,1523080800,105.75,15,0,4.74,1522994400,1523394000,89.4347368421,34.1052631579,17.7894736842,7.93631578947
103,kapaa,us,"{'lon': -159.318954, 'lat': 22.075211}",5848280,22.08,-159.32,1522990560,73.4,94,90,14.99,1523059200,74.18,84,56,10.78,1522994400,1523394000,70.6907894737,94.3947368421,65.2631578947,9.70789473684
104,nador,ma,"{'lon': -3, 'lat': 35}",2541472,35,-3,1522990800,58.26,87,80,3.36,1523026800,73.11,56,0,8.05,1522994400,1523394000,57.4707894737,63.5,33.8947368421,7.17684210526
107,tezu,in,"{'lon': 96.166672, 'lat': 27.91667}",1254709,27.92,96.17,1522991732,69.94,53,80,0.83,1523080800,74.61,41,20,1.1,1522994400,1523394000,63.0763157895,76.7368421053,58.1052631579,1.21736842105
108,pontypool,gb,"{'lon': -3.04444, 'lat': 51.701111}",2640106,51.7,-3.04,1522990200,44.06,87,76,12.75,1523026800,54.23,76,80,14.94,1522994400,1523394000,47.4992105263,94.6578947368,78.4210526316,9.13236842105
109,pevek,ru,"{'lon': 170.313324, 'lat': 69.700829}",2122090,69.7,170.31,1522992201,15.76,70,0,15.08,1522994400,15.76,70,0,15.08,1522994400,1523394000,3.12315789474,77.2631578947,18.0,5.45921052632
110,bukoba,tz,"{'lon': 31.81222, 'lat': -1.33167}",160961,-1.33,31.81,1522992202,67.06,100,36,5.3,1523016000,77.22,92,24,2.62,1522994400,1523394000,70.2005263158,98.2105263158,53.2631578947,4.38605263158
111,ikom,ng,"{'lon': 8.70632, 'lat': 5.96669}",2338242,5.97,8.71,1522992194,71.74,91,0,2.89,1523016000,88.73,84,12,5.86,1522994400,1523394000,77.32,90.0263157895,35.5789473684,3.88973684211
112,caconda,ao,"{'lon': 15.06667, 'lat': -13.73333}",3351380,-13.73,15.07,1522992196,61.39,99,80,3.56,1523026800,73.51,79,0,6.38,1522994400,1523394000,64.2628947368,77.5263157895,21.7894736842,4.30210526316
113,rovaniemi,fi,"{'lon': 25.700001, 'lat': 66.5}",638937,66.5,25.7,1522990200,32,100,90,10.29,1523016000,37.97,91,88,5.97,1522994400,1523394000,28.7339473684,75.6842105263,33.7894736842,6.30605263158
115,santa maria,cv,"{'lon': -22.9, 'lat': 16.6}",3374218,16.6,-22.9,1522990800,68,82,40,12.75,1523026800,71.91,89,0,20.42,1522994400,1523394000,69.9092105263,94.9473684211,10.4210526316,19.1857894737
116,mayo,ca,"{'lon': -135.899841, 'lat': 63.592739}",6068416,63.59,-135.9,1522990800,26.6,30,5,4.7,1523059200,23.78,68,12,8.95,1522994400,1523394000,18.2613157895,77.2631578947,48.1052631579,3.96842105263
117,arraial do cabo,br,"{'lon': -42.027779, 'lat': -22.96611}",3471451,-22.97,-42.03,1522992210,74.44,97,92,1.32,1523037600,79.51,84,20,8.9,1522994400,1523394000,76.2494736842,91.2368421053,37.6842105263,5.78552631579
118,anadyr,ru,"{'lon': 177.483337, 'lat': 64.75}",2127202,64.75,177.48,1522989000,14,72,20,2.24,1523080800,15.66,85,76,13.35,1522994400,1523394000,14.5210526316,86.2105263158,60.6315789474,15.1907894737
119,turan,ru,"{'lon': 93.919167, 'lat': 52.145279}",1488950,52.15,93.92,1522992203,32.86,61,0,3.33,1523005200,39.52,64,0,2.71,1522994400,1523394000,29.5513157895,78.7368421053,59.8947368421,3.09052631579
120,port-gentil,ga,"{'lon': 8.78151, 'lat': -0.71933}",2396518,-0.72,8.78,1522992204,79.12,100,68,5.64,1523026800,83.79,92,36,9.8,1522994400,1523394000,80.4794736842,98.1052631579,56.2105263158,6.09526315789
121,panama city,us,"{'lon': -85.659828, 'lat': 30.15946}",4167694,30.16,-85.66,1522990560,51.8,93,1,7.58,1523080800,69.48,89,0,15.19,1522994400,1523394000,64.5160526316,95.0263157895,24.0,15.9418421053
122,santa vitoria do palmar,br,"{'lon': -53.368061, 'lat': -33.51889}",3449747,-33.52,-53.37,1522992206,63.91,96,0,7.58,1523026800,75.51,92,20,4.21,1522994400,1523394000,70.8115789474,89.1578947368,41.6842105263,7.425
123,norman wells,ca,"{'lon': -126.832901, 'lat': 65.282013}",6089245,65.28,-126.83,1522990800,21.2,41,20,13.87,1523059200,20.99,82,0,10.07,1522994400,1523394000,10.0163157895,82.2368421053,23.7894736842,4.89736842105
124,acapetahua,mx,"{'lon': -92.6902217, 'lat': 15.2815566}",0,15.28,-92.69,1522989600,75.2,94,90,5.82,1523037600,79.96,90,44,3.2,1522994400,1523394000,74.1060526316,92.5263157895,43.2631578947,2.66315789474
125,simbahan,ph,"{'lon': 120.583603, 'lat': 6.3032}",1695180,6.3,120.58,1522992210,83.71,98,44,11.56,1523016000,83.78,97,44,11.79,1522994400,1523394000,83.2481578947,99.6315789474,22.5263157895,6.37078947368
126,vaini,to,"{'lon': -175.199997, 'lat': -21.200001}",4032243,-21.2,-175.2,1522990800,78.8,74,75,5.82,1523059200,78.95,100,0,14.65,1522994400,1523394000,77.6044736842,99.7105263158,66.4210526316,18.2363157895
127,port lincoln,au,"{'lon': 135.857483, 'lat': -34.728539}",7839452,-34.73,135.86,1522992223,67.51,86,0,10.89,1523080800,77.31,64,0,6.02,1522994400,1523394000,70.2810526316,79.9736842105,17.3684210526,9.55894736842
129,castro,cl,"{'lon': -73.773193, 'lat': -42.472099}",3896218,-42.47,-73.77,1522992214,46.18,87,88,3.4,1523037600,55.21,69,56,6.11,1522994400,1523394000,50.8031578947,93.0789473684,80.3157894737,6.68368421053
130,kapuskasing,ca,"{'lon': -82.433083, 'lat': 49.416939}",5989403,49.42,-82.43,1522990800,21.2,67,75,2.24,1523048400,23.39,56,68,6.08,1522994400,1523394000,17.1005263158,63.6578947368,49.6842105263,4.21289473684
131,fort nelson,ca,"{'lon': -122.700203, 'lat': 58.805328}",5955902,58.81,-122.7,1522990800,14,43,5,6.93,1523059200,26.12,43,0,7.87,1522994400,1523394000,21.7778947368,64.1315789474,28.9473684211,4.19763157895
132,saint-philippe,re,"{'lon': 55.76667, 'lat': -21.35}",6690301,-21.35,55.77,1522990800,83.25,58,0,3.36,1523005200,84.24,100,68,19.82,1522994400,1523394000,78.2884210526,100.0,61.0526315789,13.7602631579
134,lolua,tv,,0,,,,,,,,,,,,,,,,,,
135,hithadhoo,mv,"{'lon': 73.083328, 'lat': -0.6000000000000001}",1282256,-0.6,73.08,1522992219,84.61,100,88,6.87,1523080800,85.68,100,88,5.12,1522994400,1523394000,85.8984210526,100.0,34.9473684211,4.52552631579
