,city,country,coord,id,lat,lng,cur_date,cur_temp,cur_humidity,cur_clouds,cur_wind,max_date,max_temp,max_temp_humidity,max_temp_clouds,max_temp_wind,avg_date0,avg_date1,avg_temp,avg_humidity,avg_clouds,avg_wind
750,ulaangom,mn,"{'lon': 92.066673, 'lat': 49.98111}",1515029,49.98,92.07,1522993321,32.86,73,0,3,1523005200,43.23,75,0,2.82,1522994400,1523394000,28.3884210526,67.3684210526,27.8947368421,4.02815789474
751,le port,re,"{'lon': 55.291889, 'lat': -20.9373}",935616,-20.94,55.29,1522990800,83.35,61,40,17.22,1523005200,84.11,98,32,5.5,1522994400,1523394000,77.8931578947,96.7894736842,33.5789473684,3.93552631579
752,durban,za,"{'lon': 31.0292, 'lat': -29.857901}",1007311,-29.86,31.03,1522993195,77.41,99,0,7.87,1523016000,80.6,96,0,4.18,1522994400,1523394000,75.925,98.6315789474,39.7894736842,15.3865789474
753,mihalyi,hu,"{'lon': 17.09507, 'lat': 47.51384}",3048080,47.51,17.1,1522991700,45.55,70,0,13.87,1523026800,54.63,69,0,9.13,1522994400,1523394000,55.6465789474,73.0789473684,7.57894736842,12.2263157895
754,botwood,ca,"{'lon': -55.34819, 'lat': 49.14994}",5906229,49.15,-55.35,1522990800,26.6,63,20,19.46,1523026800,27.55,83,76,22.88,1522994400,1523394000,27.3484210526,85.5789473684,54.8421052632,16.9110526316
755,grindavik,is,"{'lon': -22.43375, 'lat': 63.8424}",3416888,63.84,-22.43,1522990800,29.25,58,20,6.93,1523048400,39.95,100,92,4.85,1522994400,1523394000,41.4402631579,98.5263157895,70.0,18.8947368421
756,rolla,us,"{'lon': -91.771271, 'lat': 37.951431}",4406282,37.95,-91.77,1522990560,48.9,62,1,12.75,1523026800,51.48,64,56,5.77,1522994400,1523394000,37.3984210526,65.2368421053,48.8421052632,6.71157894737
758,kargasok,ru,"{'lon': 80.857224, 'lat': 59.055561}",1504382,59.06,80.86,1522993329,36.19,72,64,3.4,1523005200,43.34,69,48,4.61,1522994400,1523394000,34.3615789474,91.9473684211,81.6842105263,4.38763157895
759,wasilla,us,"{'lon': -149.439438, 'lat': 61.58139}",5877641,61.58,-149.44,1522990560,36.79,44,1,9.17,1523059200,34.13,83,88,1.61,1522994400,1523394000,28.2707894737,83.2894736842,49.4736842105,2.59631578947
760,sembakung,id,"{'lon': 117.25, 'lat': 3.8166700000000002}",1627877,3.82,117.25,1522993341,92.17,53,0,3,1522994400,97.5,53,0,3,1522994400,1523394000,80.2615789474,86.2631578947,46.4210526316,2.51289473684
761,wakkanai,jp,"{'lon': 141.673889, 'lat': 45.409439}",2127515,45.41,141.67,1522990800,41,48,75,9.17,1522994400,39.74,100,80,6.24,1522994400,1523394000,37.7789473684,97.8684210526,53.5789473684,14.4826315789
762,dakar,sn,"{'lon': -17.444059, 'lat': 14.6937}",2253354,14.69,-17.44,1522990800,66.2,88,0,9.17,1523026800,72,82,0,17.78,1522994400,1523394000,68.3197368421,89.7894736842,0.842105263158,15.0339473684
763,bukama,cd,"{'lon': 25.85, 'lat': -9.2}",217834,-9.2,25.85,1522993336,69.4,99,92,3.85,1523026800,83.77,68,8,4.09,1522994400,1523394000,74.3405263158,88.4473684211,40.1052631579,3.37052631579
764,dudinka,ru,"{'lon': 86.17778, 'lat': 69.40583}",1507116,69.41,86.18,1522993337,-11.69,77,8,7.65,1523005200,-7.08,84,8,6.17,1522994400,1523394000,-3.23236842105,70.2105263158,19.1578947368,6.67868421053
765,mazulskiy,ru,"{'lon': 90.3458936, 'lat': 56.2058486}",0,56.21,90.35,1522993338,43.12,78,8,5.23,1523005200,52.21,65,32,7.4,1522994400,1523394000,36.2728947368,87.6315789474,69.8947368421,8.35578947368
766,kieta,pg,"{'lon': 155.633331, 'lat': -6.21667}",2094027,-6.22,155.63,1522993339,81.73,96,44,8.66,1523070000,83.62,91,88,7.92,1522994400,1523394000,80.8536842105,95.5526315789,49.4736842105,4.03763157895
767,pades,ro,"{'lon': 22.85, 'lat': 45.01667}",671559,45.02,22.85,1522993350,52.12,94,68,2.73,1523005200,60.91,77,56,1.81,1522994400,1523394000,52.7381578947,83.1052631579,45.4736842105,2.83394736842
768,isangel,vu,"{'lon': 169.266663, 'lat': -19.549999}",2136825,-19.55,169.27,1522993351,79.12,100,68,20.67,1523080800,80.55,100,68,21.74,1522994400,1523394000,79.21,100.0,48.2105263158,19.9642105263
769,tipuani,bo,"{'lon': -68.0188096, 'lat': -15.5641036}",0,-15.56,-68.02,1522993343,66.88,94,80,1.54,1523037600,75.82,74,48,2.3,1522994400,1523394000,70.2076315789,86.2105263158,55.6842105263,1.81657894737
770,abha,sa,"{'lon': 42.50528, 'lat': 18.216391}",110690,18.22,42.51,1522990800,66.2,77,20,16.11,1523005200,93.9,22,0,3.6,1522994400,1523394000,70.1884210526,63.9210526316,4.21052631579,2.45078947368
771,eldorado,mx,,0,24.32,-107.36,1522989660,71.6,46,5,2.51,1523048400,87.65,34,0,7.25,1522994400,1523394000,71.8486842105,66.5789473684,3.15789473684,4.05
772,pimenta bueno,br,"{'lon': -61.193611, 'lat': -11.6725}",3924908,-11.67,-61.19,1522993389,71.83,96,12,2.1,1523037600,83.83,80,36,2.86,1522994400,1523394000,77.1447368421,90.4473684211,43.3684210526,2.36552631579
773,kalmunai,lk,"{'lon': 81.816673, 'lat': 7.41667}",1242110,7.42,81.82,1522993390,87.31,74,32,4.85,1522994400,90.99,74,32,4.85,1522994400,1523394000,79.2810526316,94.8947368421,56.8421052632,3.44026315789
774,kirakira,sb,"{'lon': 161.920456, 'lat': -10.45442}",2178753,-10.45,161.92,1522993391,80.56,100,68,6.87,1523080800,80.91,100,88,8.93,1522994400,1523394000,80.5978947368,100.0,71.0526315789,8.11052631579
775,tucuman,ar,"{'lon': -65.2175903, 'lat': -26.8082848}",0,-26.81,-65.22,1522990800,71.6,88,0,4.7,1522994400,67.68,90,92,5.08,1522994400,1523394000,66.34,87.8421052632,48.7368421053,3.40736842105
776,mineiros,br,"{'lon': -52.551109, 'lat': -17.569441}",3457147,-17.57,-52.55,1522993385,63.91,92,8,2.84,1523037600,86.26,61,32,4.38,1522994400,1523394000,75.3257894737,69.8947368421,13.7894736842,5.555
777,katobu,id,"{'lon': 122.7124903, 'lat': -4.830303199999999}",0,-4.83,122.71,1522993386,88.39,74,24,4.29,1522994400,88.97,74,24,4.29,1522994400,1523394000,83.5584210526,88.7631578947,25.1578947368,4.66578947368
778,camacupa,ao,"{'lon': 17.48333, 'lat': -12.01667}",3351014,-12.02,17.48,1522993387,63.01,95,68,4,1523016000,78.12,73,12,4.74,1522994400,1523394000,67.4744736842,78.8157894737,32.5263157895,3.67631578947
779,peleduy,ru,"{'lon': 112.740562, 'lat': 59.628891}",2018069,59.63,112.74,1522993388,24.4,60,80,7.25,1523080800,31.5,63,68,3.29,1522994400,1523394000,25.6576315789,71.5263157895,60.5263157895,3.76368421053
780,artyk,ru,"{'lon': 145.129167, 'lat': 64.17916699999999}",0,64.18,145.13,1522993399,35.29,65,44,4.07,1522994400,35.87,65,44,4.07,1522994400,1523394000,13.135,68.3947368421,9.78947368421,2.82078947368
781,matara,lk,"{'lon': 80.535278, 'lat': 5.94851}",1235846,5.95,80.54,1522993390,86.32,87,24,3.11,1522994400,89.35,87,24,3.11,1522994400,1523394000,80.2852631579,98.3684210526,35.7894736842,4.48921052632
782,krasnoselkup,ru,"{'lon': 82.525613, 'lat': 65.69455599999999}",0,65.69,82.53,1522993401,5.59,93,0,8.32,1523005200,6.31,91,0,8.75,1522994400,1523394000,4.23842105263,75.7368421053,2.63157894737,5.92263157895
783,matam,sn,"{'lon': -13.33028, 'lat': 15.6175}",2248752,15.62,-13.33,1522993393,75.52,36,12,10.11,1523026800,105.21,19,0,7.23,1522994400,1523394000,88.8234210526,25.6052631579,22.9473684211,6.31131578947
784,kuche,cn,"{'lon': 82.96201599999999, 'lat': 41.717906}",0,41.72,82.96,1522993394,44.29,78,0,3.4,1523080800,49.5,76,0,4.41,1522994400,1523394000,42.2389473684,73.5,29.3684210526,3.67947368421
785,honggang,cn,"{'lon': 124.866669, 'lat': 46.466671}",2036876,46.47,124.87,1522993395,38.08,37,36,17.09,1523080800,39.15,40,36,11.12,1522994400,1523394000,36.1165789474,54.6052631579,31.8947368421,7.96421052632
786,cookeville,us,"{'lon': -85.50164, 'lat': 36.162842}",4615145,36.16,-85.5,1522991700,41.99,93,90,6.87,1523037600,61.51,59,80,10.09,1522994400,1523394000,44.1384210526,79.0263157895,57.8947368421,9.25210526316
787,solvychegodsk,ru,"{'lon': 46.915588, 'lat': 61.33046}",490743,61.33,46.92,1522993407,37.99,80,12,8.66,1523005200,48.52,76,0,9.75,1522994400,1523394000,33.8002631579,85.5,55.0526315789,13.2371052632
788,santa cruz de la palma,es,"{'lon': -17.76421, 'lat': 28.68351}",2511180,28.68,-17.76,1522992600,60.8,72,0,4.7,1523026800,66.27,100,36,9.62,1522994400,1523394000,63.9952631579,99.5263157895,38.0,15.5789473684
790,katha,mm,"{'lon': 96.3305831, 'lat': 24.1821187}",0,24.18,96.33,1522993402,89.56,46,12,2.73,1522994400,96.84,46,12,2.73,1522994400,1523394000,75.025,79.2894736842,45.0526315789,2.35368421053
791,ambilobe,mg,"{'lon': 49.049999, 'lat': -13.2}",1082243,-13.2,49.05,1522993403,79.39,90,36,10.38,1523016000,88.54,67,48,11.56,1522994400,1523394000,77.6468421053,86.5789473684,27.6842105263,5.38789473684
792,eenhana,na,"{'lon': 16.33333, 'lat': -17.466669}",3357804,-17.47,16.33,1522990800,66.2,93,20,3.36,1523026800,79.07,68,56,8.05,1522994400,1523394000,70.2857894737,90.8421052632,48.8421052632,6.16131578947
793,laguna,br,"{'lon': -48.78083, 'lat': -28.4825}",3459094,-28.48,-48.78,1522993415,69.58,100,24,5.23,1523037600,74.11,100,24,7.4,1522994400,1523394000,74.6152631579,96.2631578947,14.1052631579,10.4363157895
